Begin,End,Label,Type,Speaker
0.33,0.73,þær,words,024908
0.73,1.17,bjuggu,words,024908
1.17,1.4,í,words,024908
1.4,2.02,parís,words,024908
2.05,2.13,í,words,024908
2.13,2.58,mörg,words,024908
2.61,3.02,ár,words,024908
0.33,0.39,θ,phones,024908
0.39,0.61,aiː,phones,024908
0.61,0.73,r,phones,024908
0.73,0.81,p,phones,024908
0.81,0.87,j,phones,024908
0.87,0.97,ʏ,phones,024908
0.97,1.11,k,phones,024908
1.11,1.17,ʏ,phones,024908
1.17,1.4,iː,phones,024908
1.4,1.5,pʰ,phones,024908
1.5,1.72,aː,phones,024908
1.72,1.73,r,phones,024908
1.73,1.91,i,phones,024908
1.91,2.02,s,phones,024908
2.05,2.13,iː,phones,024908
2.13,2.27,m,phones,024908
2.27,2.44,œ,phones,024908
2.44,2.49,r,phones,024908
2.49,2.58,k,phones,024908
2.61,2.9,auː,phones,024908
2.9,3.02,r,phones,024908
