Begin,End,Label,Type,Speaker
0.87,1.1,ég,words,025073
1.1,1.26,fer,words,025073
1.26,1.35,í,words,025073
1.35,1.79,heita,words,025073
1.79,2.43,pottinn,words,025073
2.43,2.68,ferð,words,025073
2.68,2.72,þú,words,025073
2.72,2.96,í,words,025073
2.96,3.33,kalda,words,025073
3.33,3.74,pottinn,words,025073
0.87,0.97,j,phones,025073
0.97,1.05,ɛː,phones,025073
1.05,1.1,ɣ,phones,025073
1.1,1.16,f,phones,025073
1.16,1.25,ɛː,phones,025073
1.25,1.26,r,phones,025073
1.26,1.35,iː,phones,025073
1.35,1.49,h,phones,025073
1.49,1.66,eiː,phones,025073
1.66,1.71,t,phones,025073
1.71,1.79,a,phones,025073
1.79,1.87,pʰ,phones,025073
1.87,1.96,ɔ,phones,025073
1.96,2.07,h,phones,025073
2.07,2.11,t,phones,025073
2.11,2.2,ɪ,phones,025073
2.2,2.43,n,phones,025073
2.43,2.52,f,phones,025073
2.52,2.57,ɛ,phones,025073
2.57,2.67,r,phones,025073
2.67,2.68,ð,phones,025073
2.68,2.69,θ,phones,025073
2.69,2.72,uː,phones,025073
2.72,2.96,iː,phones,025073
2.96,3.07,kʰ,phones,025073
3.07,3.11,a,phones,025073
3.11,3.23,l,phones,025073
3.23,3.28,t,phones,025073
3.28,3.33,a,phones,025073
3.33,3.43,pʰ,phones,025073
3.43,3.46,ɔ,phones,025073
3.46,3.52,h,phones,025073
3.52,3.6,t,phones,025073
3.6,3.68,ɪ,phones,025073
3.68,3.74,n,phones,025073
