Begin,End,Label,Type,Speaker
0.49,0.56,ég,words,025198
0.56,0.66,bara,words,025198
0.66,0.98,skil,words,025198
0.98,1.16,ekki,words,025198
1.16,1.29,hvað,words,025198
1.29,1.33,er,words,025198
1.33,1.39,í,words,025198
1.39,2.07,gangi,words,025198
0.49,0.53,j,phones,025198
0.53,0.54,ɛː,phones,025198
0.54,0.56,ɣ,phones,025198
0.56,0.59,p,phones,025198
0.59,0.62,aː,phones,025198
0.62,0.63,r,phones,025198
0.63,0.66,a,phones,025198
0.66,0.8,s,phones,025198
0.8,0.87,c,phones,025198
0.87,0.95,ɪː,phones,025198
0.95,0.98,l,phones,025198
0.98,1.02,ɛ,phones,025198
1.02,1.07,h,phones,025198
1.07,1.1,c,phones,025198
1.1,1.16,ɪ,phones,025198
1.16,1.23,k,phones,025198
1.23,1.25,v,phones,025198
1.25,1.28,aː,phones,025198
1.28,1.29,ð,phones,025198
1.29,1.32,ɛː,phones,025198
1.32,1.33,r,phones,025198
1.33,1.39,iː,phones,025198
1.39,1.44,k,phones,025198
1.44,1.51,au,phones,025198
1.51,1.71,ɲ,phones,025198
1.71,1.76,c,phones,025198
1.76,2.07,ɪ,phones,025198
