Begin,End,Label,Type,Speaker
1.41,1.97,björk,words,021346
1.97,2.3,er,words,021346
2.3,2.73,fræg,words,021346
2.78,3.47,íslensk,words,021346
3.47,4.07,söngkona,words,021346
1.41,1.47,p,phones,021346
1.47,1.55,j,phones,021346
1.55,1.64,œ,phones,021346
1.64,1.91,r̥,phones,021346
1.91,1.97,k,phones,021346
1.97,2.17,ɛː,phones,021346
2.17,2.3,r,phones,021346
2.3,2.37,f,phones,021346
2.37,2.38,r,phones,021346
2.38,2.67,aiː,phones,021346
2.67,2.73,ɣ,phones,021346
2.78,2.89,i,phones,021346
2.89,3.01,s,phones,021346
3.01,3.07,t,phones,021346
3.07,3.1,l,phones,021346
3.1,3.19,ɛ,phones,021346
3.19,3.24,n,phones,021346
3.24,3.37,s,phones,021346
3.37,3.47,k,phones,021346
3.47,3.57,s,phones,021346
3.57,3.66,œy,phones,021346
3.66,3.75,ŋ,phones,021346
3.75,3.81,k,phones,021346
3.81,3.87,ɔ,phones,021346
3.87,3.94,n,phones,021346
3.94,4.07,a,phones,021346
