Begin,End,Label,Type,Speaker
0.4,0.59,hann,words,025754
0.59,0.67,er,words,025754
0.67,0.91,fimm,words,025754
0.91,1.1,árum,words,025754
1.1,1.33,yngri,words,025754
1.33,1.45,en,words,025754
1.45,1.5786875,hún,words,025754
0.4,0.51,h,phones,025754
0.51,0.55,a,phones,025754
0.55,0.59,n,phones,025754
0.59,0.63,ɛː,phones,025754
0.63,0.67,r,phones,025754
0.67,0.74,f,phones,025754
0.74,0.8,ɪ,phones,025754
0.8,0.91,m,phones,025754
0.91,0.99,auː,phones,025754
0.99,1.0,r,phones,025754
1.0,1.05,ʏ,phones,025754
1.05,1.1,m,phones,025754
1.1,1.16,i,phones,025754
1.16,1.23,ŋ,phones,025754
1.23,1.28,k,phones,025754
1.28,1.29,r,phones,025754
1.29,1.33,ɪ,phones,025754
1.33,1.39,ɛ,phones,025754
1.39,1.45,n,phones,025754
1.45,1.52,h,phones,025754
1.52,1.55,uː,phones,025754
1.55,1.5786875,n,phones,025754
