Begin,End,Label,Type,Speaker
0.53,0.67,ég,words,027752
0.67,1.27,slökkti,words,027752
1.3,1.38,á,words,027752
1.38,1.96,lampanum,words,027752
0.53,0.61,j,phones,027752
0.61,0.65,ɛː,phones,027752
0.65,0.67,ɣ,phones,027752
0.67,0.71,s,phones,027752
0.71,0.78,t,phones,027752
0.78,0.82,l,phones,027752
0.82,0.88,œ,phones,027752
0.88,1.01,x,phones,027752
1.01,1.1,t,phones,027752
1.1,1.27,ɪ,phones,027752
1.3,1.38,auː,phones,027752
1.38,1.47,l,phones,027752
1.47,1.52,a,phones,027752
1.52,1.62,m̥,phones,027752
1.62,1.7,p,phones,027752
1.7,1.76,a,phones,027752
1.76,1.83,n,phones,027752
1.83,1.87,ʏ,phones,027752
1.87,1.96,m,phones,027752
