Begin,End,Label,Type,Speaker
0.49,0.74,hér,words,027675
0.74,0.95,er,words,027675
0.95,1.42,handklæðið,words,027675
1.42,2.05,mitt,words,027675
2.24,2.67,hvar,words,027675
2.7,2.81,er,words,027675
2.81,3.71,handklæðið,words,027675
3.71,4.03,þitt,words,027675
0.49,0.5,ç,phones,027675
0.5,0.73,ɛː,phones,027675
0.73,0.74,r,phones,027675
0.74,0.91,ɛː,phones,027675
0.91,0.95,r,phones,027675
0.95,1.01,h,phones,027675
1.01,1.08,a,phones,027675
1.08,1.12,n,phones,027675
1.12,1.17,t,phones,027675
1.17,1.24,k,phones,027675
1.24,1.28,l,phones,027675
1.28,1.32,ai,phones,027675
1.32,1.38,ð,phones,027675
1.38,1.41,ɪ,phones,027675
1.41,1.42,ð,phones,027675
1.42,1.53,m,phones,027675
1.53,1.64,ɪ,phones,027675
1.64,1.81,h,phones,027675
1.81,2.05,t,phones,027675
2.24,2.36,k,phones,027675
2.36,2.38,v,phones,027675
2.38,2.6,aː,phones,027675
2.6,2.67,r,phones,027675
2.7,2.77,ɛː,phones,027675
2.77,2.81,r,phones,027675
2.81,2.88,h,phones,027675
2.88,2.94,a,phones,027675
2.94,3.03,n,phones,027675
3.03,3.06,t,phones,027675
3.06,3.14,k,phones,027675
3.14,3.18,l,phones,027675
3.18,3.23,ai,phones,027675
3.23,3.32,ð,phones,027675
3.32,3.7,ɪ,phones,027675
3.7,3.71,ð,phones,027675
3.71,3.72,θ,phones,027675
3.72,3.84,ɪ,phones,027675
3.84,4.0,h,phones,027675
4.0,4.03,t,phones,027675
