Begin,End,Label,Type,Speaker
1.09,1.46,bogi,words,021364
1.46,1.87,hefur,words,021364
1.87,2.34,áhuga,words,021364
2.34,2.53,á,words,021364
2.53,3.19,tónlist,words,021364
1.09,1.13,p,phones,021364
1.13,1.26,ɔː,phones,021364
1.26,1.39,j,phones,021364
1.39,1.46,ɪ,phones,021364
1.46,1.56,h,phones,021364
1.56,1.69,ɛː,phones,021364
1.69,1.71,v,phones,021364
1.71,1.76,ʏ,phones,021364
1.76,1.87,r,phones,021364
1.87,2.03,auː,phones,021364
2.03,2.21,h,phones,021364
2.21,2.25,ʏ,phones,021364
2.25,2.27,ɣ,phones,021364
2.27,2.34,a,phones,021364
2.34,2.53,auː,phones,021364
2.53,2.59,tʰ,phones,021364
2.59,2.69,ou,phones,021364
2.69,2.78,n,phones,021364
2.78,2.81,l,phones,021364
2.81,2.87,ɪ,phones,021364
2.87,3.03,s,phones,021364
3.03,3.19,t,phones,021364
