Begin,End,Label,Type,Speaker
0.03,0.45,klukkan,words,024931
0.45,0.9,fjögur,words,024931
0.9,1.01,er,words,024931
1.01,1.38,mikil,words,024931
1.38,1.6,umferð,words,024931
0.03,0.12,k,phones,024931
0.12,0.17,l,phones,024931
0.17,0.21,ʏ,phones,024931
0.21,0.28,h,phones,024931
0.28,0.33,k,phones,024931
0.33,0.38,a,phones,024931
0.38,0.45,n,phones,024931
0.45,0.55,f,phones,024931
0.55,0.66,j,phones,024931
0.66,0.74,œː,phones,024931
0.74,0.76,ɣ,phones,024931
0.76,0.89,ʏ,phones,024931
0.89,0.9,r,phones,024931
0.9,1.0,ɛː,phones,024931
1.0,1.01,r,phones,024931
1.01,1.1,m,phones,024931
1.1,1.24,ɪː,phones,024931
1.24,1.29,c,phones,024931
1.29,1.32,ɪ,phones,024931
1.32,1.38,l,phones,024931
1.38,1.44,ʏ,phones,024931
1.44,1.52,m,phones,024931
1.52,1.55,f,phones,024931
1.55,1.58,ɛ,phones,024931
1.58,1.59,r,phones,024931
1.59,1.6,ð,phones,024931
