Begin,End,Label,Type,Speaker
0.23,0.32,við,words,030221
0.32,0.67,tefldum,words,030221
0.67,0.71,í,words,030221
0.71,0.95,fjóra,words,030221
0.95,1.42,klukkutíma,words,030221
0.23,0.26,v,phones,030221
0.26,0.31,ɪː,phones,030221
0.31,0.32,ð,phones,030221
0.32,0.39,tʰ,phones,030221
0.39,0.45,ɛ,phones,030221
0.45,0.53,l,phones,030221
0.53,0.58,t,phones,030221
0.58,0.61,ʏ,phones,030221
0.61,0.67,m,phones,030221
0.67,0.71,iː,phones,030221
0.71,0.79,f,phones,030221
0.79,0.82,j,phones,030221
0.82,0.87,ouː,phones,030221
0.87,0.88,r,phones,030221
0.88,0.95,a,phones,030221
0.95,1.01,k,phones,030221
1.01,1.05,l,phones,030221
1.05,1.08,ʏ,phones,030221
1.08,1.11,h,phones,030221
1.11,1.16,k,phones,030221
1.16,1.22,ʏ,phones,030221
1.22,1.28,t,phones,030221
1.28,1.31,iː,phones,030221
1.31,1.39,m,phones,030221
1.39,1.42,a,phones,030221
