Begin,End,Label,Type,Speaker
0.32,1.11,köngulóin,words,023783
1.11,1.48,söng,words,023783
1.48,2.29,pönktónlist,words,023783
0.32,0.41,kʰ,phones,023783
0.41,0.5,ou,phones,023783
0.5,0.57,ŋ,phones,023783
0.57,0.63,k,phones,023783
0.63,0.69,ʏ,phones,023783
0.69,0.75,l,phones,023783
0.75,0.9,ou,phones,023783
0.9,0.97,ɪ,phones,023783
0.97,1.11,n,phones,023783
1.11,1.23,s,phones,023783
1.23,1.34,œy,phones,023783
1.34,1.37,ŋ,phones,023783
1.37,1.48,k,phones,023783
1.48,1.55,pʰ,phones,023783
1.55,1.59,œy,phones,023783
1.59,1.76,ŋ̊,phones,023783
1.76,1.81,t,phones,023783
1.81,1.87,ou,phones,023783
1.87,1.93,n,phones,023783
1.93,1.96,l,phones,023783
1.96,2.01,ɪ,phones,023783
2.01,2.15,s,phones,023783
2.15,2.29,t,phones,023783
