Begin,End,Label,Type,Speaker
0.3,0.73,samkvæmt,words,012470
0.73,1.29,þjóðsögu,words,012470
1.34,1.58,er,words,012470
1.58,1.94,gull,words,012470
2.08,2.17,í,words,012470
2.17,3.03,skógafossi,words,012470
0.3,0.4,s,phones,012470
0.4,0.47,a,phones,012470
0.47,0.52,m,phones,012470
0.52,0.55,k,phones,012470
0.55,0.57,v,phones,012470
0.57,0.62,ai,phones,012470
0.62,0.67,m̥,phones,012470
0.67,0.73,t,phones,012470
0.73,0.74,θ,phones,012470
0.74,0.79,j,phones,012470
0.79,0.9,ou,phones,012470
0.9,0.91,ð,phones,012470
0.91,1.04,s,phones,012470
1.04,1.12,œ,phones,012470
1.12,1.14,ɣ,phones,012470
1.14,1.29,ʏ,phones,012470
1.34,1.46,ɛː,phones,012470
1.46,1.58,r,phones,012470
1.58,1.64,k,phones,012470
1.64,1.79,ʏ,phones,012470
1.79,1.93,t,phones,012470
1.93,1.94,l̥,phones,012470
2.08,2.17,iː,phones,012470
2.17,2.26,s,phones,012470
2.26,2.35,k,phones,012470
2.35,2.46,ouː,phones,012470
2.46,2.56,a,phones,012470
2.56,2.69,f,phones,012470
2.69,2.73,ɔ,phones,012470
2.73,2.86,s,phones,012470
2.86,3.03,ɪ,phones,012470
