Begin,End,Label,Type,Speaker
0.0,0.11,þetta,words,025266
0.11,0.35,hús,words,025266
0.35,0.43,er,words,025266
0.43,0.84,hvítt,words,025266
0.93,1.11,ég,words,025266
1.11,1.28,bý,words,025266
1.28,1.38,í,words,025266
1.38,1.74,hvítu,words,025266
1.74,1.9969375,húsi,words,025266
0.0,0.01,θ,phones,025266
0.01,0.02,ɛ,phones,025266
0.02,0.05,h,phones,025266
0.05,0.08,t,phones,025266
0.08,0.11,a,phones,025266
0.11,0.15,h,phones,025266
0.15,0.28,uː,phones,025266
0.28,0.35,s,phones,025266
0.35,0.39,ɛː,phones,025266
0.39,0.43,r,phones,025266
0.43,0.55,k,phones,025266
0.55,0.57,v,phones,025266
0.57,0.65,i,phones,025266
0.65,0.81,h,phones,025266
0.81,0.84,t,phones,025266
0.93,1.05,j,phones,025266
1.05,1.09,ɛː,phones,025266
1.09,1.11,ɣ,phones,025266
1.11,1.18,p,phones,025266
1.18,1.28,iː,phones,025266
1.28,1.38,iː,phones,025266
1.38,1.47,k,phones,025266
1.47,1.49,v,phones,025266
1.49,1.58,iː,phones,025266
1.58,1.7,t,phones,025266
1.7,1.74,ʏ,phones,025266
1.74,1.8,h,phones,025266
1.8,1.87,uː,phones,025266
1.87,1.93,s,phones,025266
1.93,1.9969375,ɪ,phones,025266
