Begin,End,Label,Type,Speaker
0.52,1.1,barnið,words,012470
1.1,1.57,vaknaði,words,012470
1.57,1.66,í,words,012470
1.66,2.18,vagninum,words,012470
0.52,0.56,p,phones,012470
0.56,0.66,a,phones,012470
0.66,0.86,t,phones,012470
0.86,0.92,n,phones,012470
0.92,1.0,ɪ,phones,012470
1.0,1.1,ð,phones,012470
1.1,1.12,v,phones,012470
1.12,1.19,a,phones,012470
1.19,1.27,h,phones,012470
1.27,1.38,k,phones,012470
1.38,1.42,n,phones,012470
1.42,1.48,a,phones,012470
1.48,1.53,ð,phones,012470
1.53,1.57,ɪ,phones,012470
1.57,1.66,iː,phones,012470
1.66,1.68,v,phones,012470
1.68,1.79,a,phones,012470
1.79,1.88,k,phones,012470
1.88,1.91,n,phones,012470
1.91,1.96,ɪ,phones,012470
1.96,2.05,n,phones,012470
2.05,2.1,ʏ,phones,012470
2.1,2.18,m,phones,012470
