Begin,End,Label,Type,Speaker
0.65,1.07,jónas,words,015706
1.07,1.22,bjó,words,015706
1.22,1.83,bæði,words,015706
1.9,2.04,á,words,015706
2.04,2.68,íslandi,words,015706
2.73,2.89,og,words,015706
2.89,3.01,í,words,015706
3.01,3.18,danmörku,words,015706
0.65,0.76,j,phones,015706
0.76,0.84,ouː,phones,015706
0.84,0.92,n,phones,015706
0.92,0.96,a,phones,015706
0.96,1.07,s,phones,015706
1.07,1.13,p,phones,015706
1.13,1.16,j,phones,015706
1.16,1.22,ouː,phones,015706
1.22,1.33,p,phones,015706
1.33,1.45,aiː,phones,015706
1.45,1.56,ð,phones,015706
1.56,1.83,ɪ,phones,015706
1.9,2.04,auː,phones,015706
2.04,2.11,i,phones,015706
2.11,2.19,s,phones,015706
2.19,2.29,t,phones,015706
2.29,2.32,l,phones,015706
2.32,2.35,a,phones,015706
2.35,2.46,n,phones,015706
2.46,2.5,t,phones,015706
2.5,2.68,ɪ,phones,015706
2.73,2.87,ɔː,phones,015706
2.87,2.89,ɣ,phones,015706
2.89,3.01,iː,phones,015706
3.01,3.07,t,phones,015706
3.07,3.1,a,phones,015706
3.1,3.13,n,phones,015706
3.13,3.14,m,phones,015706
3.14,3.15,œ,phones,015706
3.15,3.16,r̥,phones,015706
3.16,3.17,k,phones,015706
3.17,3.18,ʏ,phones,015706
