Begin,End,Label,Type,Speaker
0.58,0.93,þetta,words,024801
0.93,1.31,hús,words,024801
1.31,1.55,er,words,024801
1.55,1.95,hvítt,words,024801
2.38,2.75,ég,words,024801
2.85,3.17,bý,words,024801
3.2,3.35,í,words,024801
3.35,3.77,hvítu,words,024801
3.77,4.36,húsi,words,024801
0.58,0.59,θ,phones,024801
0.59,0.7,ɛ,phones,024801
0.7,0.85,h,phones,024801
0.85,0.89,t,phones,024801
0.89,0.93,a,phones,024801
0.93,1.06,h,phones,024801
1.06,1.19,uː,phones,024801
1.19,1.31,s,phones,024801
1.31,1.45,ɛː,phones,024801
1.45,1.55,r,phones,024801
1.55,1.67,k,phones,024801
1.67,1.69,v,phones,024801
1.69,1.79,i,phones,024801
1.79,1.89,h,phones,024801
1.89,1.95,t,phones,024801
2.38,2.55,j,phones,024801
2.55,2.67,ɛː,phones,024801
2.67,2.75,ɣ,phones,024801
2.85,2.89,p,phones,024801
2.89,3.17,iː,phones,024801
3.2,3.35,iː,phones,024801
3.35,3.45,k,phones,024801
3.45,3.47,v,phones,024801
3.47,3.67,iː,phones,024801
3.67,3.74,t,phones,024801
3.74,3.77,ʏ,phones,024801
3.77,3.85,h,phones,024801
3.85,3.97,uː,phones,024801
3.97,4.16,s,phones,024801
4.16,4.36,ɪ,phones,024801
