Begin,End,Label,Type,Speaker
0.86,1.07,til,words,012720
1.07,1.64,dæmis,words,012720
1.72,2.01,hvað,words,012720
2.01,2.07,er,words,012720
2.07,2.78,lyftiefni,words,012720
2.78,2.89,í,words,012720
2.89,3.41,bakstri,words,012720
0.86,0.89,tʰ,phones,012720
0.89,0.96,ɪː,phones,012720
0.96,1.07,l,phones,012720
1.07,1.12,t,phones,012720
1.12,1.22,aiː,phones,012720
1.22,1.29,m,phones,012720
1.29,1.38,ɪ,phones,012720
1.38,1.64,s,phones,012720
1.72,1.76,k,phones,012720
1.76,1.78,v,phones,012720
1.78,1.9,aː,phones,012720
1.9,2.01,ð,phones,012720
2.01,2.04,ɛː,phones,012720
2.04,2.07,r,phones,012720
2.07,2.78,spn,phones,012720
2.78,2.89,iː,phones,012720
2.89,2.94,p,phones,012720
2.94,3.05,a,phones,012720
3.05,3.11,k,phones,012720
3.11,3.2,s,phones,012720
3.2,3.27,t,phones,012720
3.27,3.28,r,phones,012720
3.28,3.41,ɪ,phones,012720
