Begin,End,Label,Type,Speaker
1.04,1.31,hver,words,001942
1.31,1.45,er,words,001942
1.45,1.81,minnsta,words,001942
1.81,2.37,öreindin,words,001942
1.04,1.14,k,phones,001942
1.14,1.16,v,phones,001942
1.16,1.3,ɛː,phones,001942
1.3,1.31,r,phones,001942
1.31,1.44,ɛː,phones,001942
1.44,1.45,r,phones,001942
1.45,1.55,m,phones,001942
1.55,1.6,ɪ,phones,001942
1.6,1.66,n,phones,001942
1.66,1.73,s,phones,001942
1.73,1.78,t,phones,001942
1.78,1.81,a,phones,001942
1.81,2.37,spn,phones,001942
