Begin,End,Label,Type,Speaker
1.29,1.75,hvaða,words,013689
1.75,2.38,goðsagnakenndi,words,013689
2.38,2.81,danski,words,013689
2.81,3.65,tónlistarmaður,words,013689
3.65,3.95,lést,words,013689
3.95,3.99,í,words,013689
3.99,4.34,fyrra,words,013689
1.29,1.32,k,phones,013689
1.32,1.34,v,phones,013689
1.34,1.44,aː,phones,013689
1.44,1.45,ð,phones,013689
1.45,1.75,a,phones,013689
1.75,2.38,spn,phones,013689
2.38,2.45,t,phones,013689
2.45,2.52,a,phones,013689
2.52,2.59,n,phones,013689
2.59,2.71,s,phones,013689
2.71,2.76,c,phones,013689
2.76,2.81,ɪ,phones,013689
2.81,2.93,tʰ,phones,013689
2.93,3.0,ou,phones,013689
3.0,3.04,n,phones,013689
3.04,3.09,l,phones,013689
3.09,3.13,ɪ,phones,013689
3.13,3.2,s,phones,013689
3.2,3.25,t,phones,013689
3.25,3.31,a,phones,013689
3.31,3.32,r,phones,013689
3.32,3.42,m,phones,013689
3.42,3.49,aː,phones,013689
3.49,3.53,ð,phones,013689
3.53,3.56,ʏ,phones,013689
3.56,3.65,r,phones,013689
3.65,3.68,l,phones,013689
3.68,3.71,j,phones,013689
3.71,3.76,ɛ,phones,013689
3.76,3.91,s,phones,013689
3.91,3.95,t,phones,013689
3.95,3.99,iː,phones,013689
3.99,4.08,f,phones,013689
4.08,4.14,ɪ,phones,013689
4.14,4.23,r,phones,013689
4.23,4.34,a,phones,013689
