Begin,End,Label,Type,Speaker
0.82,1.34,hverjir,words,014212
1.34,1.56,verða,words,014212
1.56,2.38,lykilmenn,words,014212
2.38,2.47,hjá,words,014212
2.47,2.88,ykkur,words,014212
2.88,3.0,í,words,014212
3.0,3.61,sumar,words,014212
0.82,0.89,k,phones,014212
0.89,0.91,v,phones,014212
0.91,1.02,ɛ,phones,014212
1.02,1.03,r,phones,014212
1.03,1.17,j,phones,014212
1.17,1.21,ɪ,phones,014212
1.21,1.34,r,phones,014212
1.34,1.36,v,phones,014212
1.36,1.39,ɛ,phones,014212
1.39,1.4,r,phones,014212
1.4,1.46,ð,phones,014212
1.46,1.56,a,phones,014212
1.56,1.66,l,phones,014212
1.66,1.86,ɪː,phones,014212
1.86,1.95,c,phones,014212
1.95,1.98,ɪ,phones,014212
1.98,2.06,l,phones,014212
2.06,2.14,m,phones,014212
2.14,2.23,ɛ,phones,014212
2.23,2.38,n,phones,014212
2.38,2.39,ç,phones,014212
2.39,2.47,auː,phones,014212
2.47,2.6,ɪ,phones,014212
2.6,2.76,h,phones,014212
2.76,2.83,k,phones,014212
2.83,2.87,ʏ,phones,014212
2.87,2.88,r,phones,014212
2.88,3.0,iː,phones,014212
3.0,3.12,s,phones,014212
3.12,3.21,ʏː,phones,014212
3.21,3.31,m,phones,014212
3.31,3.34,a,phones,014212
3.34,3.61,r,phones,014212
