Begin,End,Label,Type,Speaker
0.9,1.45,spurning,words,016197
1.45,1.78,hrefnu,words,016197
1.78,2.45,tómasdóttur,words,016197
2.45,2.79,var,words,016197
3.17,3.36,af,words,016197
3.36,3.74,hverju,words,016197
3.74,4.18,gnísta,words,016197
4.18,4.54,börn,words,016197
4.54,4.89,tönnunum,words,016197
4.89,4.92,í,words,016197
4.92,5.27,svefni,words,016197
0.9,1.03,s,phones,016197
1.03,1.09,p,phones,016197
1.09,1.17,ʏ,phones,016197
1.17,1.25,r,phones,016197
1.25,1.28,t,phones,016197
1.28,1.31,n,phones,016197
1.31,1.36,i,phones,016197
1.36,1.39,ŋ,phones,016197
1.39,1.45,k,phones,016197
1.45,1.48,r̥,phones,016197
1.48,1.58,ɛ,phones,016197
1.58,1.66,p,phones,016197
1.66,1.71,n,phones,016197
1.71,1.78,ʏ,phones,016197
1.78,1.83,tʰ,phones,016197
1.83,1.93,ouː,phones,016197
1.93,2.01,m,phones,016197
2.01,2.04,a,phones,016197
2.04,2.11,s,phones,016197
2.11,2.17,t,phones,016197
2.17,2.25,ou,phones,016197
2.25,2.3,h,phones,016197
2.3,2.35,t,phones,016197
2.35,2.38,ʏ,phones,016197
2.38,2.45,r,phones,016197
2.45,2.47,v,phones,016197
2.47,2.66,aː,phones,016197
2.66,2.79,r,phones,016197
3.17,3.33,aː,phones,016197
3.33,3.36,v,phones,016197
3.36,3.5,k,phones,016197
3.5,3.52,v,phones,016197
3.52,3.58,ɛ,phones,016197
3.58,3.59,r,phones,016197
3.59,3.65,j,phones,016197
3.65,3.74,ʏ,phones,016197
3.74,4.18,spn,phones,016197
4.18,4.23,p,phones,016197
4.23,4.33,œ,phones,016197
4.33,4.46,t,phones,016197
4.46,4.54,n̥,phones,016197
4.54,4.61,tʰ,phones,016197
4.61,4.69,œ,phones,016197
4.69,4.72,n,phones,016197
4.72,4.75,ɔ,phones,016197
4.75,4.78,n,phones,016197
4.78,4.82,ʏ,phones,016197
4.82,4.89,m,phones,016197
4.89,4.92,iː,phones,016197
4.92,5.02,s,phones,016197
5.02,5.04,v,phones,016197
5.04,5.11,ɛ,phones,016197
5.11,5.21,p,phones,016197
5.21,5.24,n,phones,016197
5.24,5.27,ɪ,phones,016197
