Begin,End,Label,Type,Speaker
0.35,0.68,hver,words,011266
0.68,0.86,var,words,011266
0.86,1.26,valin,words,011266
1.26,1.89,söngkona,words,011266
1.89,2.42,ársins,words,011266
2.42,2.55,á,words,011266
2.55,3.08,íslensku,words,011266
3.08,4.27,tónlistarverðlaununum,words,011266
4.5,4.74,sem,words,011266
4.74,5.05,fóru,words,011266
5.05,5.38,fram,words,011266
5.38,5.49,í,words,011266
5.49,6.03,vikunni,words,011266
0.35,0.48,k,phones,011266
0.48,0.5,v,phones,011266
0.5,0.62,ɛː,phones,011266
0.62,0.68,r,phones,011266
0.68,0.7,v,phones,011266
0.7,0.79,aː,phones,011266
0.79,0.86,r,phones,011266
0.86,0.88,v,phones,011266
0.88,1.06,aː,phones,011266
1.06,1.13,l,phones,011266
1.13,1.18,ɪ,phones,011266
1.18,1.26,n,phones,011266
1.26,1.41,s,phones,011266
1.41,1.49,œy,phones,011266
1.49,1.62,ŋ,phones,011266
1.62,1.69,k,phones,011266
1.69,1.75,ɔ,phones,011266
1.75,1.8,n,phones,011266
1.8,1.89,a,phones,011266
1.89,1.97,au,phones,011266
1.97,2.06,r̥,phones,011266
2.06,2.2,s,phones,011266
2.2,2.27,ɪ,phones,011266
2.27,2.32,n,phones,011266
2.32,2.42,s,phones,011266
2.42,2.55,auː,phones,011266
2.55,2.63,i,phones,011266
2.63,2.73,s,phones,011266
2.73,2.77,t,phones,011266
2.77,2.8,l,phones,011266
2.8,2.84,ɛ,phones,011266
2.84,2.87,n,phones,011266
2.87,2.96,s,phones,011266
2.96,3.0,k,phones,011266
3.0,3.08,ʏ,phones,011266
3.08,3.16,tʰ,phones,011266
3.16,3.22,ou,phones,011266
3.22,3.31,n,phones,011266
3.31,3.34,l,phones,011266
3.34,3.38,ɪ,phones,011266
3.38,3.46,s,phones,011266
3.46,3.52,t,phones,011266
3.52,3.57,a,phones,011266
3.57,3.63,r,phones,011266
3.63,3.65,v,phones,011266
3.65,3.74,ɛ,phones,011266
3.74,3.75,r,phones,011266
3.75,3.78,ð,phones,011266
3.78,3.87,l,phones,011266
3.87,3.92,œy,phones,011266
3.92,4.0,n,phones,011266
4.0,4.03,ɔ,phones,011266
4.03,4.12,n,phones,011266
4.12,4.18,ʏ,phones,011266
4.18,4.27,m,phones,011266
4.5,4.62,s,phones,011266
4.62,4.68,ɛː,phones,011266
4.68,4.74,m,phones,011266
4.74,4.84,f,phones,011266
4.84,4.98,ouː,phones,011266
4.98,4.99,r,phones,011266
4.99,5.05,ʏ,phones,011266
5.05,5.16,f,phones,011266
5.16,5.17,r,phones,011266
5.17,5.27,a,phones,011266
5.27,5.38,m,phones,011266
5.38,5.49,iː,phones,011266
5.49,5.51,v,phones,011266
5.51,5.67,ɪː,phones,011266
5.67,5.78,k,phones,011266
5.78,5.82,ʏ,phones,011266
5.82,5.89,n,phones,011266
5.89,6.03,ɪ,phones,011266
