Begin,End,Label,Type,Speaker
1.16,1.47,ert,words,016052
1.47,1.68,þú,words,016052
1.68,2.03,vinur,words,016052
2.03,2.32,hennar,words,016052
2.32,2.9,lóu,words,016052
1.16,1.31,ɛ,phones,016052
1.31,1.43,r̥,phones,016052
1.43,1.47,t,phones,016052
1.47,1.48,θ,phones,016052
1.48,1.68,uː,phones,016052
1.68,1.7,v,phones,016052
1.7,1.88,ɪː,phones,016052
1.88,1.97,n,phones,016052
1.97,2.0,ʏ,phones,016052
2.0,2.03,r,phones,016052
2.03,2.1,h,phones,016052
2.1,2.15,ɛ,phones,016052
2.15,2.27,n,phones,016052
2.27,2.31,a,phones,016052
2.31,2.32,r,phones,016052
2.32,2.46,l,phones,016052
2.46,2.73,ouː,phones,016052
2.73,2.9,ʏ,phones,016052
