Begin,End,Label,Type,Speaker
0.64,1.17,frekara,words,013665
1.17,1.65,lesefni,words,013665
1.65,1.72,á,words,013665
1.72,2.66,vísindavefnum,words,013665
2.9,3.33,hættir,words,013665
3.33,3.54,maður,words,013665
3.54,3.59,að,words,013665
3.59,4.15,stækka,words,013665
4.15,4.26,ef,words,013665
4.26,4.45,maður,words,013665
4.45,4.85,drekkur,words,013665
4.85,5.32,kaffi,words,013665
0.64,0.72,f,phones,013665
0.72,0.73,r,phones,013665
0.73,0.94,ɛː,phones,013665
0.94,1.0,k,phones,013665
1.0,1.07,a,phones,013665
1.07,1.08,r,phones,013665
1.08,1.17,a,phones,013665
1.17,1.24,l,phones,013665
1.24,1.38,ɛː,phones,013665
1.38,1.47,s,phones,013665
1.47,1.55,ɛ,phones,013665
1.55,1.59,p,phones,013665
1.59,1.62,n,phones,013665
1.62,1.65,ɪ,phones,013665
1.65,1.72,auː,phones,013665
1.72,1.74,v,phones,013665
1.74,1.86,iː,phones,013665
1.86,1.95,s,phones,013665
1.95,2.02,ɪ,phones,013665
2.02,2.06,n,phones,013665
2.06,2.1,t,phones,013665
2.1,2.16,a,phones,013665
2.16,2.18,v,phones,013665
2.18,2.29,ɛ,phones,013665
2.29,2.36,p,phones,013665
2.36,2.43,n,phones,013665
2.43,2.52,ʏ,phones,013665
2.52,2.66,m,phones,013665
2.9,3.0,h,phones,013665
3.0,3.09,ai,phones,013665
3.09,3.21,h,phones,013665
3.21,3.26,t,phones,013665
3.26,3.32,ɪ,phones,013665
3.32,3.33,r,phones,013665
3.33,3.43,m,phones,013665
3.43,3.47,aː,phones,013665
3.47,3.5,ð,phones,013665
3.5,3.53,ʏ,phones,013665
3.53,3.54,r,phones,013665
3.54,3.58,aː,phones,013665
3.58,3.59,ð,phones,013665
3.59,3.71,s,phones,013665
3.71,3.75,t,phones,013665
3.75,3.86,ai,phones,013665
3.86,3.99,h,phones,013665
3.99,4.05,k,phones,013665
4.05,4.15,a,phones,013665
4.15,4.24,ɛː,phones,013665
4.24,4.26,v,phones,013665
4.26,4.3,m,phones,013665
4.3,4.33,aː,phones,013665
4.33,4.36,ð,phones,013665
4.36,4.39,ʏ,phones,013665
4.39,4.45,r,phones,013665
4.45,4.49,t,phones,013665
4.49,4.5,r,phones,013665
4.5,4.6,ɛ,phones,013665
4.6,4.72,h,phones,013665
4.72,4.75,k,phones,013665
4.75,4.79,ʏ,phones,013665
4.79,4.85,r,phones,013665
4.85,4.93,kʰ,phones,013665
4.93,5.01,a,phones,013665
5.01,5.14,f,phones,013665
5.14,5.32,ɪ,phones,013665
