Begin,End,Label,Type,Speaker
0.66,1.0,hvað,words,016237
1.0,1.75,rak,words,016237
1.75,1.97,þau,words,016237
1.97,2.54,áfram,words,016237
0.66,0.8,k,phones,016237
0.8,0.82,v,phones,016237
0.82,0.99,aː,phones,016237
0.99,1.0,ð,phones,016237
1.0,1.23,r,phones,016237
1.23,1.51,aː,phones,016237
1.51,1.75,k,phones,016237
1.75,1.76,θ,phones,016237
1.76,1.97,œyː,phones,016237
1.97,2.2,auː,phones,016237
2.2,2.34,f,phones,016237
2.34,2.35,r,phones,016237
2.35,2.43,a,phones,016237
2.43,2.54,m,phones,016237
