Begin,End,Label,Type,Speaker
0.4,0.85,dansar,words,017601
0.85,0.97,þú,words,017601
0.97,1.51,sjaldan,words,017601
0.4,0.46,t,phones,017601
0.46,0.55,a,phones,017601
0.55,0.59,n,phones,017601
0.59,0.7,s,phones,017601
0.7,0.75,a,phones,017601
0.75,0.85,r,phones,017601
0.85,0.86,θ,phones,017601
0.86,0.97,uː,phones,017601
0.97,1.07,s,phones,017601
1.07,1.11,j,phones,017601
1.11,1.17,a,phones,017601
1.17,1.25,l,phones,017601
1.25,1.3,t,phones,017601
1.3,1.37,a,phones,017601
1.37,1.51,n,phones,017601
