Begin,End,Label,Type,Speaker
0.48,0.71,er,words,013991
0.71,1.14,fullt,words,013991
1.18,1.51,tungl,words,013991
1.67,1.84,á,words,013991
1.84,2.29,sama,words,013991
2.29,2.77,tíma,words,013991
2.8,2.96,um,words,013991
2.96,3.29,allan,words,013991
3.29,3.65,heim,words,013991
0.48,0.65,ɛː,phones,013991
0.65,0.71,r,phones,013991
0.71,0.81,f,phones,013991
0.81,0.88,ʏ,phones,013991
0.88,0.9,l̥,phones,013991
0.9,1.14,t,phones,013991
1.18,1.24,tʰ,phones,013991
1.24,1.41,u,phones,013991
1.41,1.48,ŋ,phones,013991
1.48,1.51,l,phones,013991
1.67,1.84,auː,phones,013991
1.84,1.94,s,phones,013991
1.94,2.08,aː,phones,013991
2.08,2.16,m,phones,013991
2.16,2.29,a,phones,013991
2.29,2.39,tʰ,phones,013991
2.39,2.52,iː,phones,013991
2.52,2.68,m,phones,013991
2.68,2.77,a,phones,013991
2.8,2.88,ʏ,phones,013991
2.88,2.96,m,phones,013991
2.96,3.12,a,phones,013991
3.12,3.16,t,phones,013991
3.16,3.2,l,phones,013991
3.2,3.24,a,phones,013991
3.24,3.29,n,phones,013991
3.29,3.36,h,phones,013991
3.36,3.52,eiː,phones,013991
3.52,3.65,m,phones,013991
