Begin,End,Label,Type,Speaker
0.5,0.71,hvað,words,016205
0.71,0.85,eigum,words,016205
0.85,1.01,við,words,016205
1.01,1.09,að,words,016205
1.09,1.44,gera,words,016205
1.44,1.78,niðri,words,016205
1.78,1.84,í,words,016205
1.84,2.21,bæ,words,016205
0.5,0.58,k,phones,016205
0.58,0.6,v,phones,016205
0.6,0.66,aː,phones,016205
0.66,0.71,ð,phones,016205
0.71,0.74,eiː,phones,016205
0.74,0.76,ɣ,phones,016205
0.76,0.79,ʏ,phones,016205
0.79,0.85,m,phones,016205
0.85,0.87,v,phones,016205
0.87,0.91,ɪː,phones,016205
0.91,1.01,ð,phones,016205
1.01,1.08,aː,phones,016205
1.08,1.09,ð,phones,016205
1.09,1.19,c,phones,016205
1.19,1.35,ɛː,phones,016205
1.35,1.36,r,phones,016205
1.36,1.44,a,phones,016205
1.44,1.54,n,phones,016205
1.54,1.65,ɪ,phones,016205
1.65,1.72,ð,phones,016205
1.72,1.73,r,phones,016205
1.73,1.78,ɪ,phones,016205
1.78,1.84,iː,phones,016205
1.84,1.91,p,phones,016205
1.91,2.21,aiː,phones,016205
