Begin,End,Label,Type,Speaker
1.17,1.48,hvers,words,014088
1.48,1.78,vegna,words,014088
1.78,2.06,gerir,words,014088
2.06,2.6,tannkrem,words,014088
2.6,3.02,tennurnar,words,014088
3.02,3.53,hvítar,words,014088
3.53,3.6,og,words,014088
3.6,4.23,sykur,words,014088
4.23,4.32,þær,words,014088
4.32,4.81,svartar,words,014088
1.17,1.25,k,phones,014088
1.25,1.27,v,phones,014088
1.27,1.35,ɛ,phones,014088
1.35,1.38,r̥,phones,014088
1.38,1.48,s,phones,014088
1.48,1.5,v,phones,014088
1.5,1.62,ɛ,phones,014088
1.62,1.66,k,phones,014088
1.66,1.7,n,phones,014088
1.7,1.78,a,phones,014088
1.78,1.85,c,phones,014088
1.85,1.94,ɛː,phones,014088
1.94,1.95,r,phones,014088
1.95,2.01,ɪ,phones,014088
2.01,2.06,r,phones,014088
2.06,2.14,tʰ,phones,014088
2.14,2.23,a,phones,014088
2.23,2.34,ŋ,phones,014088
2.34,2.41,kʰ,phones,014088
2.41,2.42,r,phones,014088
2.42,2.49,ɛ,phones,014088
2.49,2.6,m,phones,014088
2.6,2.65,tʰ,phones,014088
2.65,2.72,ɛ,phones,014088
2.72,2.82,n,phones,014088
2.82,2.87,ʏ,phones,014088
2.87,2.9,t,phones,014088
2.9,2.94,n,phones,014088
2.94,2.98,a,phones,014088
2.98,3.02,r,phones,014088
3.02,3.09,k,phones,014088
3.09,3.11,v,phones,014088
3.11,3.28,iː,phones,014088
3.28,3.35,t,phones,014088
3.35,3.43,a,phones,014088
3.43,3.53,r,phones,014088
3.53,3.58,ɔː,phones,014088
3.58,3.6,ɣ,phones,014088
3.6,3.72,s,phones,014088
3.72,3.93,ɪː,phones,014088
3.93,4.04,k,phones,014088
4.04,4.11,ʏ,phones,014088
4.11,4.23,r,phones,014088
4.23,4.24,θ,phones,014088
4.24,4.31,aiː,phones,014088
4.31,4.32,r,phones,014088
4.32,4.41,s,phones,014088
4.41,4.43,v,phones,014088
4.43,4.53,a,phones,014088
4.53,4.65,r̥,phones,014088
4.65,4.72,t,phones,014088
4.72,4.76,a,phones,014088
4.76,4.81,r,phones,014088
