Begin,End,Label,Type,Speaker
1.05,1.33,er,words,017359
1.33,1.59,til,words,017359
1.59,2.38,trúartákn,words,017359
2.38,2.49,í,words,017359
2.49,3.04,íslam,words,017359
3.23,3.79,hliðstætt,words,017359
3.79,4.41,krossinum,words,017359
4.41,4.51,í,words,017359
4.51,5.15,kristinni,words,017359
5.25,5.63,trú,words,017359
1.05,1.21,ɛː,phones,017359
1.21,1.33,r,phones,017359
1.33,1.4,tʰ,phones,017359
1.4,1.45,ɪː,phones,017359
1.45,1.59,l,phones,017359
1.59,1.71,tʰ,phones,017359
1.71,1.72,r,phones,017359
1.72,1.86,uː,phones,017359
1.86,1.92,a,phones,017359
1.92,2.0,r,phones,017359
2.0,2.08,tʰ,phones,017359
2.08,2.17,au,phones,017359
2.17,2.27,h,phones,017359
2.27,2.3,k,phones,017359
2.3,2.38,n̥,phones,017359
2.38,2.49,iː,phones,017359
2.49,2.62,i,phones,017359
2.62,2.78,s,phones,017359
2.78,2.84,t,phones,017359
2.84,2.89,l,phones,017359
2.89,2.93,a,phones,017359
2.93,3.04,m,phones,017359
3.23,3.28,l̥,phones,017359
3.28,3.42,ɪ,phones,017359
3.42,3.43,ð,phones,017359
3.43,3.54,s,phones,017359
3.54,3.59,t,phones,017359
3.59,3.65,ai,phones,017359
3.65,3.7,h,phones,017359
3.7,3.79,t,phones,017359
3.79,3.88,kʰ,phones,017359
3.88,3.89,r,phones,017359
3.89,3.99,ɔ,phones,017359
3.99,4.2,s,phones,017359
4.2,4.26,ɪ,phones,017359
4.26,4.31,n,phones,017359
4.31,4.35,ʏ,phones,017359
4.35,4.41,m,phones,017359
4.41,4.51,iː,phones,017359
4.51,4.64,kʰ,phones,017359
4.64,4.65,r,phones,017359
4.65,4.72,ɪ,phones,017359
4.72,4.89,s,phones,017359
4.89,4.93,t,phones,017359
4.93,4.96,ɪ,phones,017359
4.96,5.02,n,phones,017359
5.02,5.15,ɪ,phones,017359
5.25,5.35,tʰ,phones,017359
5.35,5.36,r,phones,017359
5.36,5.63,uː,phones,017359
