Begin,End,Label,Type,Speaker
0.0,0.19,hvers,words,011152
0.19,0.83,vegna,words,011152
0.86,1.1,er,words,011152
1.1,1.7,andefni,words,011152
1.7,2.18,lýst,words,011152
2.18,2.43,sem,words,011152
2.43,2.76,svo,words,011152
2.76,3.09,góðu,words,011152
3.09,3.86,eldsneyti,words,011152
3.89,4.05,í,words,011152
4.05,5.2,vísindaskáldskap,words,011152
0.0,0.01,k,phones,011152
0.01,0.03,v,phones,011152
0.03,0.06,ɛ,phones,011152
0.06,0.09,r̥,phones,011152
0.09,0.19,s,phones,011152
0.19,0.26,v,phones,011152
0.26,0.38,ɛ,phones,011152
0.38,0.48,k,phones,011152
0.48,0.56,n,phones,011152
0.56,0.83,a,phones,011152
0.86,0.99,ɛː,phones,011152
0.99,1.1,r,phones,011152
1.1,1.17,a,phones,011152
1.17,1.34,n,phones,011152
1.34,1.39,t,phones,011152
1.39,1.49,ɛ,phones,011152
1.49,1.56,p,phones,011152
1.56,1.65,n,phones,011152
1.65,1.7,ɪ,phones,011152
1.7,1.84,l,phones,011152
1.84,1.92,i,phones,011152
1.92,2.1,s,phones,011152
2.1,2.18,t,phones,011152
2.18,2.31,s,phones,011152
2.31,2.37,ɛː,phones,011152
2.37,2.43,m,phones,011152
2.43,2.56,s,phones,011152
2.56,2.58,v,phones,011152
2.58,2.76,ɔː,phones,011152
2.76,2.81,k,phones,011152
2.81,2.97,ouː,phones,011152
2.97,3.02,ð,phones,011152
3.02,3.09,ʏ,phones,011152
3.09,3.16,ɛ,phones,011152
3.16,3.25,l,phones,011152
3.25,3.31,t,phones,011152
3.31,3.38,s,phones,011152
3.38,3.41,t,phones,011152
3.41,3.46,n,phones,011152
3.46,3.58,ei,phones,011152
3.58,3.65,t,phones,011152
3.65,3.86,ɪ,phones,011152
3.89,4.05,iː,phones,011152
4.05,4.07,v,phones,011152
4.07,4.19,iː,phones,011152
4.19,4.31,s,phones,011152
4.31,4.35,ɪ,phones,011152
4.35,4.4,n,phones,011152
4.4,4.44,t,phones,011152
4.44,4.48,a,phones,011152
4.48,4.56,s,phones,011152
4.56,4.62,k,phones,011152
4.62,4.69,au,phones,011152
4.69,4.74,l,phones,011152
4.74,4.79,t,phones,011152
4.79,4.86,s,phones,011152
4.86,4.92,k,phones,011152
4.92,5.02,a,phones,011152
5.02,5.2,p,phones,011152
