Begin,End,Label,Type,Speaker
1.11,1.46,einnig,words,016464
1.46,1.56,er,words,016464
1.56,1.78,bent,words,016464
2.11,2.48,á,words,016464
2.85,3.02,er,words,016464
3.02,3.43,hægt,words,016464
3.43,3.57,að,words,016464
3.57,3.94,hugsa,words,016464
3.94,4.09,til,words,016464
4.09,4.64,enda,words,016464
4.64,4.82,að,words,016464
4.82,5.16,eitthvað,words,016464
5.16,5.35,sé,words,016464
5.35,6.09,endalaust,words,016464
1.11,1.25,ei,phones,016464
1.25,1.34,t,phones,016464
1.34,1.39,n,phones,016464
1.39,1.44,ɪ,phones,016464
1.44,1.46,ɣ,phones,016464
1.46,1.49,ɛː,phones,016464
1.49,1.56,r,phones,016464
1.56,1.6,p,phones,016464
1.6,1.67,ɛ,phones,016464
1.67,1.75,n̥,phones,016464
1.75,1.78,t,phones,016464
2.11,2.48,auː,phones,016464
2.85,2.99,ɛː,phones,016464
2.99,3.02,r,phones,016464
3.02,3.12,h,phones,016464
3.12,3.2,ai,phones,016464
3.2,3.36,x,phones,016464
3.36,3.43,t,phones,016464
3.43,3.56,aː,phones,016464
3.56,3.57,ð,phones,016464
3.57,3.6,h,phones,016464
3.6,3.72,ʏ,phones,016464
3.72,3.77,k,phones,016464
3.77,3.85,s,phones,016464
3.85,3.94,a,phones,016464
3.94,4.0,tʰ,phones,016464
4.0,4.03,ɪː,phones,016464
4.03,4.09,l,phones,016464
4.09,4.24,ɛ,phones,016464
4.24,4.45,n,phones,016464
4.45,4.51,t,phones,016464
4.51,4.64,a,phones,016464
4.64,4.76,aː,phones,016464
4.76,4.82,ð,phones,016464
4.82,4.91,ei,phones,016464
4.91,5.04,h,phones,016464
5.04,5.09,k,phones,016464
5.09,5.11,v,phones,016464
5.11,5.15,a,phones,016464
5.15,5.16,ð,phones,016464
5.16,5.26,s,phones,016464
5.26,5.31,j,phones,016464
5.31,5.35,ɛː,phones,016464
5.35,5.48,ɛ,phones,016464
5.48,5.58,n,phones,016464
5.58,5.69,t,phones,016464
5.69,5.72,a,phones,016464
5.72,5.79,l,phones,016464
5.79,5.85,œy,phones,016464
5.85,5.94,s,phones,016464
5.94,6.09,t,phones,016464
