Begin,End,Label,Type,Speaker
0.48,1.01,svaney,words,010353
1.01,1.27,hvað,words,010353
1.27,1.31,er,words,010353
1.31,1.51,á,words,010353
1.51,2.18,áætluninni,words,010353
2.18,2.52,minni,words,010353
2.52,2.6,í,words,010353
2.6,3.01,dag,words,010353
0.48,0.62,s,phones,010353
0.62,0.64,v,phones,010353
0.64,0.74,aː,phones,010353
0.74,0.82,n,phones,010353
0.82,1.01,ei,phones,010353
1.01,1.09,k,phones,010353
1.09,1.11,v,phones,010353
1.11,1.16,aː,phones,010353
1.16,1.27,ð,phones,010353
1.27,1.3,ɛː,phones,010353
1.3,1.31,r,phones,010353
1.31,1.51,auː,phones,010353
1.51,1.64,auː,phones,010353
1.64,1.7,ai,phones,010353
1.7,1.73,h,phones,010353
1.73,1.8,t,phones,010353
1.8,1.86,l,phones,010353
1.86,1.89,ʏ,phones,010353
1.89,1.95,n,phones,010353
1.95,1.98,ɪ,phones,010353
1.98,2.13,n,phones,010353
2.13,2.18,ɪ,phones,010353
2.18,2.28,m,phones,010353
2.28,2.34,ɪ,phones,010353
2.34,2.43,n,phones,010353
2.43,2.52,ɪ,phones,010353
2.52,2.6,iː,phones,010353
2.6,2.65,t,phones,010353
2.65,2.79,aː,phones,010353
2.79,3.01,ɣ,phones,010353
