Begin,End,Label,Type,Speaker
0.41,1.0,hversvegna,words,018458
1.0,1.38,viltu,words,018458
1.38,1.54,þá,words,018458
1.54,1.85,samt,words,018458
1.99,2.41,deyja,words,018458
0.41,1.0,spn,phones,018458
1.0,1.02,v,phones,018458
1.02,1.08,ɪ,phones,018458
1.08,1.1,l̥,phones,018458
1.1,1.24,t,phones,018458
1.24,1.38,ʏ,phones,018458
1.38,1.39,θ,phones,018458
1.39,1.54,auː,phones,018458
1.54,1.68,s,phones,018458
1.68,1.73,a,phones,018458
1.73,1.82,m̥,phones,018458
1.82,1.85,t,phones,018458
1.99,2.04,t,phones,018458
2.04,2.15,ei,phones,018458
2.15,2.24,j,phones,018458
2.24,2.41,a,phones,018458
