Begin,End,Label,Type,Speaker
1.29,1.91,spurningin,words,016971
1.91,1.97,í,words,016971
1.97,2.43,heild,words,016971
2.43,2.59,var,words,016971
2.59,2.88,sem,words,016971
2.88,3.05,hér,words,016971
3.05,3.58,segir,words,016971
4.04,4.67,breytist,words,016971
4.67,5.66,helmingunartími,words,016971
5.66,6.34,geislavirkra,words,016971
6.34,6.75,efna,words,016971
6.75,7.04,eftir,words,016971
7.04,7.73,hitastigi,words,016971
1.29,1.41,s,phones,016971
1.41,1.47,p,phones,016971
1.47,1.56,ʏ,phones,016971
1.56,1.62,r,phones,016971
1.62,1.65,t,phones,016971
1.65,1.69,n,phones,016971
1.69,1.74,i,phones,016971
1.74,1.78,ɲ,phones,016971
1.78,1.85,c,phones,016971
1.85,1.88,ɪ,phones,016971
1.88,1.91,n,phones,016971
1.91,1.97,iː,phones,016971
1.97,2.08,h,phones,016971
2.08,2.21,ei,phones,016971
2.21,2.35,l,phones,016971
2.35,2.43,t,phones,016971
2.43,2.45,v,phones,016971
2.45,2.58,aː,phones,016971
2.58,2.59,r,phones,016971
2.59,2.71,s,phones,016971
2.71,2.76,ɛː,phones,016971
2.76,2.88,m,phones,016971
2.88,2.89,ç,phones,016971
2.89,3.04,ɛː,phones,016971
3.04,3.05,r,phones,016971
3.05,3.17,s,phones,016971
3.17,3.28,eiː,phones,016971
3.28,3.41,j,phones,016971
3.41,3.46,ɪ,phones,016971
3.46,3.58,r,phones,016971
4.04,4.1,p,phones,016971
4.1,4.11,r,phones,016971
4.11,4.42,eiː,phones,016971
4.42,4.52,t,phones,016971
4.52,4.59,ɪ,phones,016971
4.59,4.63,s,phones,016971
4.63,4.67,t,phones,016971
4.67,4.77,h,phones,016971
4.77,4.82,ɛ,phones,016971
4.82,4.93,l,phones,016971
4.93,4.96,m,phones,016971
4.96,5.01,i,phones,016971
5.01,5.08,ŋ,phones,016971
5.08,5.13,k,phones,016971
5.13,5.19,ʏ,phones,016971
5.19,5.22,n,phones,016971
5.22,5.27,a,phones,016971
5.27,5.31,r,phones,016971
5.31,5.4,t,phones,016971
5.4,5.5,iː,phones,016971
5.5,5.57,m,phones,016971
5.57,5.66,ɪ,phones,016971
5.66,5.72,c,phones,016971
5.72,5.8,ei,phones,016971
5.8,5.87,s,phones,016971
5.87,5.93,t,phones,016971
5.93,5.97,l,phones,016971
5.97,6.02,a,phones,016971
6.02,6.04,v,phones,016971
6.04,6.12,ɪ,phones,016971
6.12,6.2,r̥,phones,016971
6.2,6.28,k,phones,016971
6.28,6.29,r,phones,016971
6.29,6.34,a,phones,016971
6.34,6.5,ɛ,phones,016971
6.5,6.62,p,phones,016971
6.62,6.69,n,phones,016971
6.69,6.75,a,phones,016971
6.75,6.83,ɛ,phones,016971
6.83,6.91,f,phones,016971
6.91,6.98,t,phones,016971
6.98,7.01,ɪ,phones,016971
7.01,7.04,r,phones,016971
7.04,7.08,h,phones,016971
7.08,7.21,ɪː,phones,016971
7.21,7.26,t,phones,016971
7.26,7.32,a,phones,016971
7.32,7.38,s,phones,016971
7.38,7.43,t,phones,016971
7.43,7.47,iː,phones,016971
7.47,7.57,j,phones,016971
7.57,7.73,ɪ,phones,016971
