Begin,End,Label,Type,Speaker
0.98,1.3,þarf,words,019381
1.3,1.5,ég,words,019381
1.5,1.73,að,words,019381
1.73,2.24,borga,words,019381
2.24,3.13,nefskatt,words,019381
3.25,3.3,ef,words,019381
3.3,3.47,ég,words,019381
3.47,3.68,finn,words,019381
3.68,3.86,ekki,words,019381
3.86,4.52,lykt,words,019381
0.98,0.99,θ,phones,019381
0.99,1.18,a,phones,019381
1.18,1.28,r,phones,019381
1.28,1.3,v,phones,019381
1.3,1.45,j,phones,019381
1.45,1.48,ɛː,phones,019381
1.48,1.5,ɣ,phones,019381
1.5,1.72,aː,phones,019381
1.72,1.73,ð,phones,019381
1.73,1.8,p,phones,019381
1.8,1.89,ɔ,phones,019381
1.89,2.06,r,phones,019381
2.06,2.13,k,phones,019381
2.13,2.24,a,phones,019381
2.24,2.31,n,phones,019381
2.31,2.42,ɛ,phones,019381
2.42,2.47,f,phones,019381
2.47,2.67,s,phones,019381
2.67,2.74,k,phones,019381
2.74,2.81,a,phones,019381
2.81,2.91,h,phones,019381
2.91,3.13,t,phones,019381
3.25,3.28,ɛː,phones,019381
3.28,3.3,v,phones,019381
3.3,3.39,j,phones,019381
3.39,3.44,ɛː,phones,019381
3.44,3.47,ɣ,phones,019381
3.47,3.52,f,phones,019381
3.52,3.56,ɪ,phones,019381
3.56,3.68,n,phones,019381
3.68,3.72,ɛ,phones,019381
3.72,3.78,h,phones,019381
3.78,3.82,c,phones,019381
3.82,3.86,ɪ,phones,019381
3.86,3.96,l,phones,019381
3.96,4.04,ɪ,phones,019381
4.04,4.25,x,phones,019381
4.25,4.52,t,phones,019381
