Begin,End,Label,Type,Speaker
1.15,1.32,af,words,015361
1.32,1.64,hverju,words,015361
1.64,1.88,ertu,words,015361
1.88,2.12,svona,words,015361
2.12,2.63,þrjóskur,words,015361
2.63,3.02,hedda,words,015361
1.15,1.29,aː,phones,015361
1.29,1.32,v,phones,015361
1.32,1.46,k,phones,015361
1.46,1.48,v,phones,015361
1.48,1.57,ɛ,phones,015361
1.57,1.58,r,phones,015361
1.58,1.61,j,phones,015361
1.61,1.64,ʏ,phones,015361
1.64,1.67,ɛ,phones,015361
1.67,1.79,r̥,phones,015361
1.79,1.83,t,phones,015361
1.83,1.88,ʏ,phones,015361
1.88,1.92,s,phones,015361
1.92,1.94,v,phones,015361
1.94,1.97,ɔː,phones,015361
1.97,2.0,n,phones,015361
2.0,2.12,a,phones,015361
2.12,2.13,θ,phones,015361
2.13,2.16,r,phones,015361
2.16,2.24,j,phones,015361
2.24,2.29,ou,phones,015361
2.29,2.46,s,phones,015361
2.46,2.53,k,phones,015361
2.53,2.59,ʏ,phones,015361
2.59,2.63,r,phones,015361
2.63,2.74,h,phones,015361
2.74,2.9,ɛ,phones,015361
2.9,2.96,t,phones,015361
2.96,3.02,a,phones,015361
