Begin,End,Label,Type,Speaker
0.8,1.13,hvaða,words,013088
1.13,1.33,ár,words,013088
1.33,1.76,lauk,words,013088
1.79,2.56,lagningu,words,013088
2.56,3.57,hringvegarins,words,013088
0.8,0.83,k,phones,013088
0.83,0.85,v,phones,013088
0.85,0.94,aː,phones,013088
0.94,0.95,ð,phones,013088
0.95,1.13,a,phones,013088
1.13,1.32,auː,phones,013088
1.32,1.33,r,phones,013088
1.33,1.5,l,phones,013088
1.5,1.67,œyː,phones,013088
1.67,1.76,k,phones,013088
1.79,1.91,l,phones,013088
1.91,2.02,a,phones,013088
2.02,2.13,k,phones,013088
2.13,2.17,n,phones,013088
2.17,2.25,i,phones,013088
2.25,2.31,ŋ,phones,013088
2.31,2.38,k,phones,013088
2.38,2.56,ʏ,phones,013088
2.56,2.65,r̥,phones,013088
2.65,2.73,i,phones,013088
2.73,2.79,ŋ,phones,013088
2.79,2.84,k,phones,013088
2.84,2.86,v,phones,013088
2.86,3.03,ɛ,phones,013088
3.03,3.05,ɣ,phones,013088
3.05,3.14,a,phones,013088
3.14,3.15,r,phones,013088
3.15,3.24,ɪ,phones,013088
3.24,3.3,n,phones,013088
3.3,3.57,s,phones,013088
