Begin,End,Label,Type,Speaker
0.95,1.26,viltu,words,019055
1.26,1.93,fyrirgefa,words,019055
1.93,2.21,mér,words,019055
2.21,2.54,þessa,words,019055
2.54,2.91,aumu,words,019055
2.91,3.27,galla,words,019055
3.27,3.67,mína,words,019055
4.12,4.28,ef,words,019055
4.28,4.45,ég,words,019055
4.45,4.95,reyni,words,019055
4.95,5.08,að,words,019055
5.08,5.43,bæta,words,019055
5.43,5.61,mig,words,019055
5.61,5.76,hér,words,019055
5.76,6.25,eftir,words,019055
0.95,1.02,v,phones,019055
1.02,1.07,ɪ,phones,019055
1.07,1.09,l̥,phones,019055
1.09,1.23,t,phones,019055
1.23,1.26,ʏ,phones,019055
1.26,1.4,f,phones,019055
1.4,1.54,ɪː,phones,019055
1.54,1.55,r,phones,019055
1.55,1.61,ɪ,phones,019055
1.61,1.66,r,phones,019055
1.66,1.74,c,phones,019055
1.74,1.86,ɛː,phones,019055
1.86,1.88,v,phones,019055
1.88,1.93,a,phones,019055
1.93,2.01,m,phones,019055
2.01,2.05,j,phones,019055
2.05,2.1,ɛː,phones,019055
2.1,2.21,r,phones,019055
2.21,2.22,θ,phones,019055
2.22,2.29,ɛ,phones,019055
2.29,2.43,s,phones,019055
2.43,2.54,a,phones,019055
2.54,2.72,œyː,phones,019055
2.72,2.83,m,phones,019055
2.83,2.91,ʏ,phones,019055
2.91,2.97,k,phones,019055
2.97,3.1,a,phones,019055
3.1,3.17,t,phones,019055
3.17,3.23,l,phones,019055
3.23,3.27,a,phones,019055
3.27,3.34,m,phones,019055
3.34,3.42,iː,phones,019055
3.42,3.5,n,phones,019055
3.5,3.67,a,phones,019055
4.12,4.26,ɛː,phones,019055
4.26,4.28,v,phones,019055
4.28,4.4,j,phones,019055
4.4,4.43,ɛː,phones,019055
4.43,4.45,ɣ,phones,019055
4.45,4.47,r,phones,019055
4.47,4.68,eiː,phones,019055
4.68,4.81,n,phones,019055
4.81,4.95,ɪ,phones,019055
4.95,5.07,aː,phones,019055
5.07,5.08,ð,phones,019055
5.08,5.13,p,phones,019055
5.13,5.33,aiː,phones,019055
5.33,5.39,t,phones,019055
5.39,5.43,a,phones,019055
5.43,5.5,m,phones,019055
5.5,5.53,ɪː,phones,019055
5.53,5.61,ɣ,phones,019055
5.61,5.62,ç,phones,019055
5.62,5.75,ɛː,phones,019055
5.75,5.76,r,phones,019055
5.76,5.84,ɛ,phones,019055
5.84,5.93,f,phones,019055
5.93,6.01,t,phones,019055
6.01,6.04,ɪ,phones,019055
6.04,6.25,r,phones,019055
