Begin,End,Label,Type,Speaker
0.36,0.83,litlaus,words,013288
0.83,1.11,græn,words,013288
1.11,1.48,hugmynd,words,013288
0.36,0.43,l,phones,013288
0.43,0.56,ɪː,phones,013288
0.56,0.66,t,phones,013288
0.66,0.71,l,phones,013288
0.71,0.75,œy,phones,013288
0.75,0.83,s,phones,013288
0.83,0.91,k,phones,013288
0.91,0.92,r,phones,013288
0.92,1.06,aiː,phones,013288
1.06,1.11,n,phones,013288
1.11,1.16,h,phones,013288
1.16,1.26,ʏ,phones,013288
1.26,1.28,ɣ,phones,013288
1.28,1.37,m,phones,013288
1.37,1.42,ɪ,phones,013288
1.42,1.45,n,phones,013288
1.45,1.48,t,phones,013288
