Begin,End,Label,Type,Speaker
1.35,1.57,við,words,010900
1.57,1.84,höfum,words,010900
1.84,2.16,ætlað,words,010900
2.16,2.55,okkur,words,010900
2.55,3.11,veglegri,words,010900
3.11,3.48,hlut,words,010900
3.48,3.66,ekki,words,010900
3.66,4.01,satt,words,010900
1.35,1.43,v,phones,010900
1.43,1.56,ɪː,phones,010900
1.56,1.57,ð,phones,010900
1.57,1.63,h,phones,010900
1.63,1.72,œː,phones,010900
1.72,1.74,v,phones,010900
1.74,1.78,ʏ,phones,010900
1.78,1.84,m,phones,010900
1.84,1.95,ai,phones,010900
1.95,2.04,h,phones,010900
2.04,2.07,t,phones,010900
2.07,2.11,l,phones,010900
2.11,2.15,a,phones,010900
2.15,2.16,ð,phones,010900
2.16,2.26,ɔ,phones,010900
2.26,2.33,h,phones,010900
2.33,2.37,k,phones,010900
2.37,2.44,ʏ,phones,010900
2.44,2.55,r,phones,010900
2.55,2.57,v,phones,010900
2.57,2.75,ɛ,phones,010900
2.75,2.77,ɣ,phones,010900
2.77,2.88,l,phones,010900
2.88,2.99,ɛ,phones,010900
2.99,3.01,ɣ,phones,010900
3.01,3.02,r,phones,010900
3.02,3.11,ɪ,phones,010900
3.11,3.21,l̥,phones,010900
3.21,3.42,ʏː,phones,010900
3.42,3.48,t,phones,010900
3.48,3.54,ɛ,phones,010900
3.54,3.6,h,phones,010900
3.6,3.63,c,phones,010900
3.63,3.66,ɪ,phones,010900
3.66,3.72,s,phones,010900
3.72,3.79,a,phones,010900
3.79,3.94,h,phones,010900
3.94,4.01,t,phones,010900
