Begin,End,Label,Type,Speaker
0.56,0.92,hver,words,013991
0.95,1.1,er,words,013991
1.1,1.85,skyldleiki,words,013991
1.85,2.12,þess,words,013991
2.12,2.18,við,words,013991
2.18,2.63,önnur,words,013991
2.63,2.95,orð,words,013991
3.0,3.28,í,words,013991
3.28,3.91,íslensku,words,013991
3.96,4.2,eða,words,013991
4.2,4.48,öðrum,words,013991
4.48,4.99,málum,words,013991
0.56,0.65,k,phones,013991
0.65,0.67,v,phones,013991
0.67,0.85,ɛː,phones,013991
0.85,0.92,r,phones,013991
0.95,1.09,ɛː,phones,013991
1.09,1.1,r,phones,013991
1.1,1.21,s,phones,013991
1.21,1.27,c,phones,013991
1.27,1.33,ɪ,phones,013991
1.33,1.5,l,phones,013991
1.5,1.55,t,phones,013991
1.55,1.58,l,phones,013991
1.58,1.67,ei,phones,013991
1.67,1.73,c,phones,013991
1.73,1.85,ɪ,phones,013991
1.85,1.86,θ,phones,013991
1.86,1.95,ɛ,phones,013991
1.95,2.12,s,phones,013991
2.12,2.14,v,phones,013991
2.14,2.17,ɪː,phones,013991
2.17,2.18,ð,phones,013991
2.18,2.36,œ,phones,013991
2.36,2.48,n,phones,013991
2.48,2.58,ʏ,phones,013991
2.58,2.63,r,phones,013991
2.63,2.8,ɔ,phones,013991
2.8,2.94,r,phones,013991
2.94,2.95,ð,phones,013991
3.0,3.28,iː,phones,013991
3.28,3.31,i,phones,013991
3.31,3.41,s,phones,013991
3.41,3.47,t,phones,013991
3.47,3.5,l,phones,013991
3.5,3.56,ɛ,phones,013991
3.56,3.61,n,phones,013991
3.61,3.68,s,phones,013991
3.68,3.74,k,phones,013991
3.74,3.91,ʏ,phones,013991
3.96,4.03,ɛː,phones,013991
4.03,4.11,ð,phones,013991
4.11,4.2,a,phones,013991
4.2,4.26,œ,phones,013991
4.26,4.38,ð,phones,013991
4.38,4.39,r,phones,013991
4.39,4.45,ʏ,phones,013991
4.45,4.48,m,phones,013991
4.48,4.58,m,phones,013991
4.58,4.7,auː,phones,013991
4.7,4.79,l,phones,013991
4.79,4.83,ʏ,phones,013991
4.83,4.99,m,phones,013991
