Begin,End,Label,Type,Speaker
1.13,1.29,í,words,016216
1.29,1.63,hvaða,words,016216
1.63,1.94,borg,words,016216
1.94,2.15,voru,words,016216
2.15,2.66,sumar,words,016216
2.66,3.77,ólympíuleikarnir,words,016216
3.77,4.36,haldnir,words,016216
1.13,1.29,iː,phones,016216
1.29,1.37,k,phones,016216
1.37,1.39,v,phones,016216
1.39,1.51,aː,phones,016216
1.51,1.52,ð,phones,016216
1.52,1.63,a,phones,016216
1.63,1.69,p,phones,016216
1.69,1.8,ɔ,phones,016216
1.8,1.89,r,phones,016216
1.89,1.94,k,phones,016216
1.94,1.96,v,phones,016216
1.96,2.07,ɔː,phones,016216
2.07,2.08,r,phones,016216
2.08,2.15,ʏ,phones,016216
2.15,2.31,s,phones,016216
2.31,2.43,ʏː,phones,016216
2.43,2.51,m,phones,016216
2.51,2.6,a,phones,016216
2.6,2.66,r,phones,016216
2.66,2.8,ouː,phones,016216
2.8,2.87,l,phones,016216
2.87,2.92,ɪ,phones,016216
2.92,2.97,m,phones,016216
2.97,3.07,p,phones,016216
3.07,3.1,i,phones,016216
3.1,3.16,j,phones,016216
3.16,3.19,ʏ,phones,016216
3.19,3.26,l,phones,016216
3.26,3.4,eiː,phones,016216
3.4,3.5,k,phones,016216
3.5,3.58,a,phones,016216
3.58,3.62,t,phones,016216
3.62,3.68,n,phones,016216
3.68,3.73,ɪ,phones,016216
3.73,3.77,r,phones,016216
3.77,3.85,h,phones,016216
3.85,3.9,a,phones,016216
3.9,3.99,l,phones,016216
3.99,4.06,t,phones,016216
4.06,4.17,n,phones,016216
4.17,4.2,ɪ,phones,016216
4.2,4.36,r,phones,016216
