Begin,End,Label,Type,Speaker
0.48,1.01,hvernig,words,014462
1.36,1.6,hugsar,words,014462
1.6,1.86,svona,words,014462
1.86,2.42,vinnudýr,words,014462
2.42,2.59,um,words,014462
2.59,3.08,börnin,words,014462
3.08,3.44,sín,words,014462
0.48,0.56,k,phones,014462
0.56,0.58,v,phones,014462
0.58,0.68,ɛ,phones,014462
0.68,0.84,t,phones,014462
0.84,0.9,n,phones,014462
0.9,0.98,ɪ,phones,014462
0.98,1.01,ɣ,phones,014462
1.36,1.39,h,phones,014462
1.39,1.42,ʏ,phones,014462
1.42,1.45,k,phones,014462
1.45,1.56,s,phones,014462
1.56,1.59,a,phones,014462
1.59,1.6,r,phones,014462
1.6,1.61,s,phones,014462
1.61,1.63,v,phones,014462
1.63,1.66,ɔː,phones,014462
1.66,1.73,n,phones,014462
1.73,1.86,a,phones,014462
1.86,1.88,v,phones,014462
1.88,1.96,ɪ,phones,014462
1.96,2.05,n,phones,014462
2.05,2.15,ʏ,phones,014462
2.15,2.25,t,phones,014462
2.25,2.38,iː,phones,014462
2.38,2.42,r,phones,014462
2.42,2.51,ʏ,phones,014462
2.51,2.59,m,phones,014462
2.59,2.66,p,phones,014462
2.66,2.75,œ,phones,014462
2.75,2.8,r,phones,014462
2.8,2.91,t,phones,014462
2.91,2.95,n,phones,014462
2.95,2.99,ɪ,phones,014462
2.99,3.08,n,phones,014462
3.08,3.2,s,phones,014462
3.2,3.3,iː,phones,014462
3.3,3.44,n,phones,014462
