Begin,End,Label,Type,Speaker
1.57,1.84,getur,words,017294
1.84,2.07,maður,words,017294
2.07,2.45,dáið,words,017294
2.45,2.76,úr,words,017294
2.97,3.85,fuglaflensu,words,017294
1.57,1.63,c,phones,017294
1.63,1.72,ɛː,phones,017294
1.72,1.79,t,phones,017294
1.79,1.83,ʏ,phones,017294
1.83,1.84,r,phones,017294
1.84,1.91,m,phones,017294
1.91,1.97,aː,phones,017294
1.97,2.0,ð,phones,017294
2.0,2.03,ʏ,phones,017294
2.03,2.07,r,phones,017294
2.07,2.12,t,phones,017294
2.12,2.36,auː,phones,017294
2.36,2.44,ɪ,phones,017294
2.44,2.45,ð,phones,017294
2.45,2.63,uː,phones,017294
2.63,2.76,r,phones,017294
2.97,3.04,f,phones,017294
3.04,3.15,ʏ,phones,017294
3.15,3.18,k,phones,017294
3.18,3.24,l,phones,017294
3.24,3.31,a,phones,017294
3.31,3.36,f,phones,017294
3.36,3.41,l,phones,017294
3.41,3.48,ɛ,phones,017294
3.48,3.51,n,phones,017294
3.51,3.62,s,phones,017294
3.62,3.85,ʏ,phones,017294
