Begin,End,Label,Type,Speaker
0.93,1.66,fölskvalaus,words,017866
1.66,1.78,var,words,017866
1.78,2.22,gleðin,words,017866
2.22,2.3,og,words,017866
2.3,2.57,ekki,words,017866
2.57,2.68,var,words,017866
2.68,3.01,laust,words,017866
3.01,3.05,við,words,017866
3.05,3.09,að,words,017866
3.09,3.5,spurt,words,017866
3.5,3.79,væri,words,017866
3.79,3.99,hvenær,words,017866
3.99,4.39,sjáumst,words,017866
4.39,4.45,við,words,017866
4.45,4.98,næst,words,017866
0.93,1.66,spn,phones,017866
1.66,1.68,v,phones,017866
1.68,1.71,aː,phones,017866
1.71,1.78,r,phones,017866
1.78,1.83,k,phones,017866
1.83,1.89,l,phones,017866
1.89,2.06,ɛː,phones,017866
2.06,2.1,ð,phones,017866
2.1,2.16,ɪ,phones,017866
2.16,2.22,n,phones,017866
2.22,2.28,ɔː,phones,017866
2.28,2.3,ɣ,phones,017866
2.3,2.36,ɛ,phones,017866
2.36,2.45,h,phones,017866
2.45,2.53,c,phones,017866
2.53,2.57,ɪ,phones,017866
2.57,2.59,v,phones,017866
2.59,2.67,aː,phones,017866
2.67,2.68,r,phones,017866
2.68,2.73,l,phones,017866
2.73,2.82,œy,phones,017866
2.82,2.94,s,phones,017866
2.94,3.01,t,phones,017866
3.01,3.03,v,phones,017866
3.03,3.04,ɪː,phones,017866
3.04,3.05,ð,phones,017866
3.05,3.08,aː,phones,017866
3.08,3.09,ð,phones,017866
3.09,3.22,s,phones,017866
3.22,3.29,p,phones,017866
3.29,3.33,ʏ,phones,017866
3.33,3.43,r̥,phones,017866
3.43,3.5,t,phones,017866
3.5,3.52,v,phones,017866
3.52,3.64,ai,phones,017866
3.64,3.65,r,phones,017866
3.65,3.79,ɪ,phones,017866
3.79,3.86,k,phones,017866
3.86,3.88,v,phones,017866
3.88,3.91,ɛː,phones,017866
3.91,3.95,n,phones,017866
3.95,3.98,ai,phones,017866
3.98,3.99,r,phones,017866
3.99,4.1,s,phones,017866
4.1,4.15,j,phones,017866
4.15,4.2,auː,phones,017866
4.2,4.23,ʏ,phones,017866
4.23,4.26,m,phones,017866
4.26,4.32,s,phones,017866
4.32,4.39,t,phones,017866
4.39,4.41,v,phones,017866
4.41,4.44,ɪː,phones,017866
4.44,4.45,ð,phones,017866
4.45,4.51,n,phones,017866
4.51,4.63,ai,phones,017866
4.63,4.8,s,phones,017866
4.8,4.98,t,phones,017866
