Begin,End,Label,Type,Speaker
0.42,1.06,gaukur,words,013097
1.15,1.37,hvað,words,013097
1.37,1.45,er,words,013097
1.45,1.64,opið,words,013097
1.64,2.07,lengi,words,013097
2.07,2.13,á,words,013097
2.13,2.84,sunnudaginn,words,013097
0.42,0.48,k,phones,013097
0.48,0.63,œyː,phones,013097
0.63,0.69,k,phones,013097
0.69,0.83,ʏ,phones,013097
0.83,1.06,r,phones,013097
1.15,1.23,k,phones,013097
1.23,1.25,v,phones,013097
1.25,1.32,aː,phones,013097
1.32,1.37,ð,phones,013097
1.37,1.41,ɛː,phones,013097
1.41,1.45,r,phones,013097
1.45,1.56,ɔː,phones,013097
1.56,1.6,p,phones,013097
1.6,1.63,ɪ,phones,013097
1.63,1.64,ð,phones,013097
1.64,1.72,l,phones,013097
1.72,1.78,ei,phones,013097
1.78,1.94,ɲ,phones,013097
1.94,2.0,c,phones,013097
2.0,2.07,ɪ,phones,013097
2.07,2.13,auː,phones,013097
2.13,2.23,s,phones,013097
2.23,2.26,ʏ,phones,013097
2.26,2.37,n,phones,013097
2.37,2.46,ʏ,phones,013097
2.46,2.5,t,phones,013097
2.5,2.59,ai,phones,013097
2.59,2.64,j,phones,013097
2.64,2.69,ɪ,phones,013097
2.69,2.84,n,phones,013097
